-2.4175, 3.22281, 0
-2.4175, 3.22281, 10
-2.4175, 3.22281, 20
-2.4175, 3.22281, 30
-2.4175, 3.22281, 40
-2.4175, 3.22281, 50
-2.4175, 3.22281, 60
-2.4175, 3.22281, 70
-2.4175, 3.22281, 80
-2.4175, 3.22281, 90
-2.4175, 3.22281, 100
-2.4175, 3.22281, 110
-2.4175, 3.22281, 120
-2.4175, 3.22281, 130
-2.4175, 3.22281, 140
-2.4175, 3.22281, 150
-2.4175, 3.22281, 160
-2.4175, 3.22281, 170
-2.4175, 3.22281, 180
-2.4175, 3.22281, 190
-2.4175, 3.22281, 200
-2.4175, 3.22281, 210
-2.4175, 3.22281, 220
-2.4175, 3.22281, 230
-2.4175, 3.22281, 240
-2.4175, 3.22281, 250
-2.4175, 3.22281, 260
-2.4175, 3.22281, 270
-2.4175, 3.22281, 280
-2.4175, 3.22281, 290
-2.4175, 3.22281, 300
-2.4175, 3.22281, 310
-2.4175, 3.22281, 320
-2.4175, 3.22281, 330
-2.4175, 3.22281, 340
-2.4175, 3.22281, 350
-2.3175, 3.22281, 0
-2.3175, 3.22281, 10
-2.3175, 3.22281, 20
-2.3175, 3.22281, 30
-2.3175, 3.22281, 40
-2.3175, 3.22281, 50
-2.3175, 3.22281, 60
-2.3175, 3.22281, 70
-2.3175, 3.22281, 80
-2.3175, 3.22281, 90
-2.3175, 3.22281, 100
-2.3175, 3.22281, 110
-2.3175, 3.22281, 120
-2.3175, 3.22281, 130
-2.3175, 3.22281, 140
-2.3175, 3.22281, 150
-2.3175, 3.22281, 160
-2.3175, 3.22281, 170
-2.3175, 3.22281, 180
-2.3175, 3.22281, 190
-2.3175, 3.22281, 200
-2.3175, 3.22281, 210
-2.3175, 3.22281, 220
-2.3175, 3.22281, 230
-2.3175, 3.22281, 240
-2.3175, 3.22281, 250
-2.3175, 3.22281, 260
-2.3175, 3.22281, 270
-2.3175, 3.22281, 280
-2.3175, 3.22281, 290
-2.3175, 3.22281, 300
-2.3175, 3.22281, 310
-2.3175, 3.22281, 320
-2.3175, 3.22281, 330
-2.3175, 3.22281, 340
-2.3175, 3.22281, 350
-2.2175, 3.22281, 0
-2.2175, 3.22281, 10
-2.2175, 3.22281, 20
-2.2175, 3.22281, 30
-2.2175, 3.22281, 40
-2.2175, 3.22281, 50
-2.2175, 3.22281, 60
-2.2175, 3.22281, 70
-2.2175, 3.22281, 80
-2.2175, 3.22281, 90
-2.2175, 3.22281, 100
-2.2175, 3.22281, 110
-2.2175, 3.22281, 120
-2.2175, 3.22281, 130
-2.2175, 3.22281, 140
-2.2175, 3.22281, 150
-2.2175, 3.22281, 160
-2.2175, 3.22281, 170
-2.2175, 3.22281, 180
-2.2175, 3.22281, 190
-2.2175, 3.22281, 200
-2.2175, 3.22281, 210
-2.2175, 3.22281, 220
-2.2175, 3.22281, 230
-2.2175, 3.22281, 240
-2.2175, 3.22281, 250
-2.2175, 3.22281, 260
-2.2175, 3.22281, 270
-2.2175, 3.22281, 280
-2.2175, 3.22281, 290
-2.2175, 3.22281, 300
-2.2175, 3.22281, 310
-2.2175, 3.22281, 320
-2.2175, 3.22281, 330
-2.2175, 3.22281, 340
-2.2175, 3.22281, 350
-2.1174999999999997, 3.22281, 0
-2.1174999999999997, 3.22281, 10
-2.1174999999999997, 3.22281, 20
-2.1174999999999997, 3.22281, 30
-2.1174999999999997, 3.22281, 40
-2.1174999999999997, 3.22281, 50
-2.1174999999999997, 3.22281, 60
-2.1174999999999997, 3.22281, 70
-2.1174999999999997, 3.22281, 80
-2.1174999999999997, 3.22281, 90
-2.1174999999999997, 3.22281, 100
-2.1174999999999997, 3.22281, 110
-2.1174999999999997, 3.22281, 120
-2.1174999999999997, 3.22281, 130
-2.1174999999999997, 3.22281, 140
-2.1174999999999997, 3.22281, 150
-2.1174999999999997, 3.22281, 160
-2.1174999999999997, 3.22281, 170
-2.1174999999999997, 3.22281, 180
-2.1174999999999997, 3.22281, 190
-2.1174999999999997, 3.22281, 200
-2.1174999999999997, 3.22281, 210
-2.1174999999999997, 3.22281, 220
-2.1174999999999997, 3.22281, 230
-2.1174999999999997, 3.22281, 240
-2.1174999999999997, 3.22281, 250
-2.1174999999999997, 3.22281, 260
-2.1174999999999997, 3.22281, 270
-2.1174999999999997, 3.22281, 280
-2.1174999999999997, 3.22281, 290
-2.1174999999999997, 3.22281, 300
-2.1174999999999997, 3.22281, 310
-2.1174999999999997, 3.22281, 320
